"ID","Name","Gene_name","logical"
266077,".","",FALSE
266081,".","",FALSE
266086,".","",FALSE
266094,".","",FALSE
266101,".","",FALSE
266106,".","",FALSE
266108,"SLC5A2","",FALSE
266108,"TGFB1I1","",FALSE
266112,"AHSP","",FALSE
266157,".","",FALSE
266158,".","",FALSE
266201,".","",FALSE
266203,"RP11-170L3.2","",FALSE
266203,"ZNF267","",FALSE
266204,".","",FALSE
287110,"MED24","",FALSE
287189,"TOP2A","",FALSE
287304,"KRT28","",FALSE
287531,"GAST","",FALSE
287544,"JUP","",FALSE
287550,"FKBP10","",FALSE
287550,"LEPREL4","",FALSE
287552,"KLHL10","",FALSE
287552,"NT5C3B","",FALSE
287552,"RN7SL871P","",FALSE
287555,"KLHL11","",FALSE
287570,"CNP","",FALSE
287594,"DNAJC7","",FALSE
287594,"NKIRAS2","",FALSE
287603,"ZNF385C","",FALSE
287611,"DHX58","",FALSE
287624,"CTD-2132N18.3","",FALSE
287624,"RAB5C","",FALSE
287624,"RP11-358B23.1","",FALSE
287630,"HCRT","",FALSE
287630,"KCNH4","",FALSE
287633,"GHDC","",FALSE
287652,"AC003104.1","",FALSE
287675,"AC107993.1","",FALSE
287677,"PTRF","",FALSE
287682,"RNU7-97P","",FALSE
287684,"ATP6V0A1","",FALSE
287712,"PSMC3IP","",FALSE
287720,"FAM134C","",FALSE
287720,"TUBG1","",FALSE
287744,"HMGN2P15","",FALSE
287753,"CNTD1","",FALSE
287753,"COA3","",FALSE
294087,".","",FALSE
294205,".","",FALSE
294211,".","",FALSE
294214,".","",FALSE
294221,".","",FALSE
294223,".","",FALSE
294230,".","",FALSE
294255,".","",FALSE
294256,".","",FALSE
294259,".","",FALSE
294260,".","",FALSE
294261,".","",FALSE
294262,".","",FALSE
294263,".","",FALSE
294280,".","",FALSE
294282,".","",FALSE
294283,".","",FALSE
294289,".","",FALSE
294292,".","",FALSE
294293,".","",FALSE
294295,".","",FALSE
294296,".","",FALSE
294300,".","",FALSE
294301,".","",FALSE
294302,".","",FALSE
294303,".","",FALSE
294305,".","",FALSE
294306,".","",FALSE
294307,".","",FALSE
294308,".","",FALSE
294309,".","",FALSE
294310,".","",FALSE
294311,".","",FALSE
294312,".","",FALSE
294313,".","",FALSE
294315,".","",FALSE
294316,".","",FALSE
294317,".","",FALSE
294319,".","",FALSE
294320,".","",FALSE
294322,".","",FALSE
294323,".","",FALSE
294325,".","",FALSE
294326,".","",FALSE
294330,".","",FALSE
294331,".","",FALSE
294332,".","",FALSE
294333,".","",FALSE
294335,".","",FALSE
294336,".","",FALSE
294337,".","",FALSE
294338,".","",FALSE
294340,".","",FALSE
294341,".","",FALSE
294344,".","",FALSE
294345,".","",FALSE
294346,".","",FALSE
294348,".","",FALSE
294349,".","",FALSE
294351,".","",FALSE
294352,".","",FALSE
294355,".","",FALSE
294356,".","",FALSE
294357,".","",FALSE
294358,".","",FALSE
294584,".","",FALSE
294194,".","",FALSE
294197,".","",FALSE
294199,".","",FALSE
294200,".","",FALSE
294212,".","",FALSE
294225,".","",FALSE
294226,".","",FALSE
294229,".","",FALSE
294235,".","",FALSE
294237,".","",FALSE
294238,".","",FALSE
294239,".","",FALSE
294240,".","",FALSE
294241,".","",FALSE
294242,".","",FALSE
294247,".","",FALSE
294248,".","",FALSE
294249,".","",FALSE
294251,".","",FALSE
294252,".","",FALSE
294253,".","",FALSE
294254,".","",FALSE
294257,".","",FALSE
294258,".","",FALSE
294266,".","",FALSE
294267,".","",FALSE
294269,".","",FALSE
294270,".","",FALSE
294272,".","",FALSE
294273,".","",FALSE
294274,".","",FALSE
294275,".","",FALSE
294276,".","",FALSE
294277,".","",FALSE
294278,".","",FALSE
294279,".","",FALSE
294281,".","",FALSE
294284,".","",FALSE
294285,".","",FALSE
294287,".","",FALSE
294288,".","",FALSE
294290,".","",FALSE
294291,".","",FALSE
294294,".","",FALSE
294297,".","",FALSE
294298,".","",FALSE
294573,".","",FALSE
294176,".","",FALSE
294183,".","",FALSE
294185,".","",FALSE
294187,".","",FALSE
294188,".","",FALSE
294189,".","",FALSE
294191,".","",FALSE
294192,".","",FALSE
294195,".","",FALSE
294196,".","",FALSE
294198,".","",FALSE
294201,".","",FALSE
294202,".","",FALSE
294204,".","",FALSE
294206,".","",FALSE
294207,".","",FALSE
294208,".","",FALSE
294209,".","",FALSE
294210,".","",FALSE
294213,"C17orf58","",FALSE
294217,".","",FALSE
294218,".","",FALSE
294222,"KPNA2","",FALSE
294224,".","",FALSE
294227,".","",FALSE
294231,".","",FALSE
294232,".","",FALSE
294233,".","",FALSE
294236,".","",FALSE
294245,".","",FALSE
294246,".","",FALSE
294264,".","",FALSE
294265,".","",FALSE
294268,".","",FALSE
294271,"AMZ2","",FALSE
294271,"RP11-147L13.2","",FALSE
294574,".","",FALSE
294575,".","",FALSE
294579,".","",FALSE
296808,"RP11-806H10.4","",FALSE
296808,"SOCS3","",FALSE
296827,".","",FALSE
296828,".","",FALSE
296831,".","",FALSE
296832,".","",FALSE
296833,".","",FALSE
296834,".","",FALSE
296867,".","",FALSE
296868,"RNU6-638P","",FALSE
296870,".","",FALSE
296871,".","",FALSE
296872,".","",FALSE
296873,".","",FALSE
296874,".","",FALSE
296876,".","",FALSE
296877,".","",FALSE
296881,".","",FALSE
296882,".","",FALSE
296883,".","",FALSE
296884,".","",FALSE
296885,".","",FALSE
296886,".","",FALSE
296904,"USP36","",FALSE
286515,".","",FALSE
286516,"LHX1","",FALSE
286516,"RP11-445F12.1","",FALSE
286517,".","",FALSE
286519,".","",FALSE
289036,"HOXB13","",FALSE
297084,".","",FALSE
297088,".","",FALSE
297092,".","",FALSE
297093,".","",FALSE
297094,".","",FALSE
297095,".","",FALSE
297096,".","",FALSE
297097,".","",FALSE
297098,".","",FALSE
297099,".","",FALSE
297100,".","",FALSE
297101,".","",FALSE
297102,".","",FALSE
297103,".","",FALSE
297104,".","",FALSE
297105,".","",FALSE
297106,".","",FALSE
297107,".","",FALSE
297108,".","",FALSE
297109,".","",FALSE
297110,".","",FALSE
297111,".","",FALSE
297113,".","",FALSE
297115,".","",FALSE
297116,".","",FALSE
297121,".","",FALSE
297123,".","",FALSE
297359,".","",FALSE
297360,".","",FALSE
297361,".","",FALSE
297362,".","",FALSE
297363,".","",FALSE
297364,".","",FALSE
297367,".","",FALSE
297370,".","",FALSE
297371,".","",FALSE
297372,"RP11-1055B8.6","",FALSE
297372,"RP11-1055B8.7","",FALSE
297373,".","",FALSE
297374,".","",FALSE
297377,".","",FALSE
297381,".","",FALSE
297382,".","",FALSE
297383,"AC139149.1","",FALSE
297383,"ACTG1","",FALSE
297383,"RP13-766D20.1","",FALSE
297383,"RP13-766D20.2","",FALSE
297413,".","",FALSE
297419,".","",FALSE
297405,".","",FALSE
297409,".","",FALSE
297414,".","",FALSE
297408,"ARL16","",FALSE
297408,"HGS","",FALSE
297427,"ALYREF","",FALSE
297427,"ANAPC11","",FALSE
297427,"NPB","",FALSE
297427,"PCYT2","",FALSE
297430,"AC137723.5","",FALSE
297430,"MAFG-AS1","",FALSE
297430,"MAFG","",FALSE
297430,"MYADML2","",FALSE
297430,"PYCR1","",FALSE
297430,"RP11-498C9.12","",FALSE
297430,"RP11-498C9.13","",FALSE
297430,"SIRT7","",FALSE
297433,"ASPSCR1","",FALSE
297440,"DCXR","",FALSE
297440,"RP13-650J16.1","",FALSE
297443,"DUS1L","",FALSE
297443,"GPS1","",FALSE
297443,"RFNG","",FALSE
297463,"CSNK1D","",FALSE
297471,"SECTM1","",FALSE
297475,"TEX19","",FALSE
297479,"OGFOD3","",FALSE
297479,"RP13-20L14.1","",FALSE
297479,"UTS2R","",FALSE
297494,"C17orf62","",FALSE
297549,"FN3K","",FALSE
297549,"RP11-388C12.5","",FALSE
297549,"RP11-388C12.8","",FALSE
297438,".","",FALSE
297439,".","",FALSE
297462,".","",FALSE
297464,".","",FALSE
297466,".","",FALSE
297467,".","",FALSE
297468,".","",FALSE
297469,".","",FALSE
297470,"CD7","",FALSE
297470,"SECTM1","",FALSE
297472,".","",FALSE
297473,".","",FALSE
297474,".","",FALSE
297477,".","",FALSE
297478,".","",FALSE
297481,".","",FALSE
297482,".","",FALSE
297483,".","",FALSE
297484,".","",FALSE
297485,"HEXDC","",FALSE
297485,"OGFOD3","",FALSE
297485,"Y_RNA","",FALSE
297486,".","",FALSE
297487,".","",FALSE
297490,".","",FALSE
297493,".","",FALSE
297501,".","",FALSE
297511,".","",FALSE
297515,".","",FALSE
297516,".","",FALSE
297517,".","",FALSE
297444,"DUS1L","",FALSE
297496,"NARF","",FALSE
297496,"RP13-20L14.6","",FALSE
321890,"EIF3G","",FALSE
321907,"CTD-2369P2.4","",FALSE
321907,"ICAM1","",FALSE
321907,"MRPL4","",FALSE
321909,"CTD-2369P2.8","",FALSE
321909,"ICAM4","",FALSE
321918,".","",FALSE
321920,".","",FALSE
321937,"KRI1","",FALSE
321893,".","",FALSE
321908,".","",FALSE
321952,"ILF3-AS1","",FALSE
321952,"ILF3","",FALSE
321954,".","",FALSE
321854,".","",FALSE
321859,".","",FALSE
321861,".","",FALSE
321862,".","",FALSE
321863,".","",FALSE
321864,"OLFM2","",FALSE
321865,".","",FALSE
321888,"ANGPTL6","",FALSE
321889,"EIF3G","",FALSE
321889,"P2RY11","",FALSE
321889,"PPAN","",FALSE
321889,"PPAN-P2RY11","",FALSE
321889,"SNORD105B","",FALSE
321889,"SNORD105","",FALSE
321899,"DNMT1","",FALSE
321900,".","",FALSE
321905,".","",FALSE
321906,".","",FALSE
321910,"ICAM5","",FALSE
321910,"ZGLP1","",FALSE
321911,".","",FALSE
321914,".","",FALSE
321916,".","",FALSE
321917,".","",FALSE
321929,".","",FALSE
321930,".","",FALSE
321931,"S1PR5","",FALSE
321932,".","",FALSE
321948,".","",FALSE
321949,".","",FALSE
321950,".","",FALSE
321951,".","",FALSE
321953,".","",FALSE
321956,".","",FALSE
321957,".","",FALSE
321958,".","",FALSE
321959,".","",FALSE
321966,".","",FALSE
321978,".","",FALSE
321981,".","",FALSE
321979,"CARM1","",FALSE
321921,".","",FALSE
321922,"CDC37","",FALSE
321922,"MIR1181","",FALSE
321923,".","",FALSE
321924,"CDC37","",FALSE
321924,"PDE4A","",FALSE
321925,".","",FALSE
321926,".","",FALSE
321927,".","",FALSE
321936,".","",FALSE
321940,".","",FALSE
321945,".","",FALSE
321946,".","",FALSE
321947,"AC011475.1","",FALSE
321947,"SLC44A2","",FALSE
321955,".","",FALSE
321961,".","",FALSE
321962,".","",FALSE
321965,".","",FALSE
321969,".","",FALSE
321970,".","",FALSE
321971,".","",FALSE
321973,".","",FALSE
321974,".","",FALSE
321975,".","",FALSE
321976,".","",FALSE
321980,".","",FALSE
321984,".","",FALSE
321986,".","",FALSE
321988,".","",FALSE
321989,".","",FALSE
321994,".","",FALSE
327615,"AD000684.2","",FALSE
327615,"LSR","",FALSE
327615,"USF2","",FALSE
327641,"AC002511.2","",FALSE
327641,"RN7SL491P","",FALSE
327657,"DMKN","",FALSE
327657,"KRTDAP","",FALSE
327658,"DMKN","",FALSE
327663,"SBSN","",FALSE
327665,"GAPDHS","",FALSE
327667,"AD000090.2","",FALSE
327667,"TMEM147","",FALSE
327672,"ATP4A","",FALSE
327687,"ETV2","",FALSE
327695,".","",FALSE
327700,"ZBTB32","",FALSE
327701,"KMT2B","",FALSE
327702,".","",FALSE
327710,"PRODH2","",FALSE
327718,"NPHS1","",FALSE
327719,"KIRREL2","",FALSE
327720,"APLP1","",FALSE
327720,"NPHS1","",FALSE
327723,"HCST","",FALSE
327723,"NFKBID","",FALSE
327726,"TYROBP","",FALSE
327730,"LRFN3","",FALSE
327741,"SDHAF1","",FALSE
327750,"THAP8","",FALSE
327750,"WDR62","",FALSE
327756,"OVOL3","",FALSE
327756,"POLR2I","",FALSE
327756,"TBCB","",FALSE
327769,"ZNF146","",FALSE
327769,"ZNF565","",FALSE
328245,"YIF1B","",FALSE
328382,"MED29","",FALSE
328382,"PAF1","",FALSE
329262,"ZNF428","",FALSE
331123,"LENG1","",FALSE
331123,"TMC4","",FALSE
331129,"MBOAT7","",FALSE
331129,"TSEN34","",FALSE
331964,"CENPBD1P1","",FALSE
331964,"MZF1","",FALSE
327650,"FFAR2","",FALSE
327668,".","",FALSE
337081,".","",FALSE
337083,".","",FALSE
337285,".","",FALSE
337286,".","",FALSE
337287,".","",FALSE
337288,".","",FALSE
337289,".","",FALSE
337290,".","",FALSE
337291,".","",FALSE
337293,".","",FALSE
337294,".","",FALSE
337296,".","",FALSE
337297,".","",FALSE
337299,".","",FALSE
337300,".","",FALSE
337301,".","",FALSE
337302,".","",FALSE
337303,".","",FALSE
337304,".","",FALSE
337308,".","",FALSE
337312,".","",FALSE
337313,".","",FALSE
337314,".","",FALSE
337315,".","",FALSE
337316,".","",FALSE
337317,".","",FALSE
337318,".","",FALSE
337321,".","",FALSE
337322,".","",FALSE
337323,".","",FALSE
337324,".","",FALSE
337325,".","",FALSE
337326,".","",FALSE
337327,".","",FALSE
337328,".","",FALSE
337329,".","",FALSE
337330,".","",FALSE
337331,".","",FALSE
337332,".","",FALSE
337333,".","",FALSE
337334,".","",FALSE
337335,".","",FALSE
337336,".","",FALSE
337337,".","",FALSE
337338,".","",FALSE
337339,".","",FALSE
337340,".","",FALSE
337342,".","",FALSE
337343,".","",FALSE
337344,".","",FALSE
337345,".","",FALSE
337346,".","",FALSE
337347,"RDH14","",FALSE
337348,".","",FALSE
337349,".","",FALSE
337350,".","",FALSE
337351,".","",FALSE
337352,"NT5C1B","",FALSE
337352,"RNU6-1215P","",FALSE
337353,"NT5C1B","",FALSE
337353,"NT5C1B-RDH14","",FALSE
337354,".","",FALSE
337358,".","",FALSE
337405,".","",FALSE
337406,".","",FALSE
337407,".","",FALSE
337408,".","",FALSE
337410,".","",FALSE
337411,".","",FALSE
337412,".","",FALSE
337413,".","",FALSE
337717,".","",FALSE
337719,".","",FALSE
337720,".","",FALSE
337739,".","",FALSE
337755,".","",FALSE
337756,".","",FALSE
337758,".","",FALSE
337759,".","",FALSE
337760,".","",FALSE
337761,".","",FALSE
337762,".","",FALSE
337763,".","",FALSE
337764,".","",FALSE
337765,".","",FALSE
337766,".","",FALSE
337767,".","",FALSE
337768,".","",FALSE
337769,".","",FALSE
337770,"RP11-79O8.1","",FALSE
337770,"TTC32","",FALSE
337771,".","",FALSE
337772,".","",FALSE
337773,".","",FALSE
337774,".","",FALSE
337796,".","",FALSE
337805,".","",FALSE
337806,".","",FALSE
337818,".","",FALSE
337984,"GDF7","",FALSE
350652,"AC009501.4","",FALSE
350653,"OTX1","",FALSE
351730,".","",FALSE
353513,"EMX1","",FALSE
353514,".","",FALSE
358828,"ZNF2","",FALSE
358828,"ZNF514","",FALSE
361563,".","",FALSE
361564,".","",FALSE
361565,"LINC01158","",FALSE
361565,"POU3F3","",FALSE
361565,"RP11-13J10.1","",FALSE
361566,".","",FALSE
361567,".","",FALSE
361568,".","",FALSE
361569,".","",FALSE
365734,"EN1","",FALSE
365735,".","",FALSE
382424,"DLX1","",FALSE
382426,".","",FALSE
382427,".","",FALSE
383069,".","",FALSE
383589,"HOXD13","",FALSE
383590,".","",FALSE
383594,"AC009336.1","",FALSE
383594,"HOXD10","",FALSE
383594,"HOXD11","",FALSE
353759,"C2orf78","",FALSE
353759,"DUSP11","",FALSE
353767,"STAMBP","",FALSE
353835,"BOLA3-AS1","",FALSE
353835,"BOLA3","",FALSE
353853,"MTHFD2","",FALSE
353911,"DCTN1","",FALSE
353928,"CCDC142","",FALSE
353928,"TTC31","",FALSE
353939,"AUP1","",FALSE
353939,"DQX1","",FALSE
353941,"AUP1","",FALSE
353941,"HTRA2","",FALSE
353942,".","",FALSE
353950,"DOK1","",FALSE
353950,"LOXL3","",FALSE
353953,"LOXL3","",FALSE
353956,".","",FALSE
353957,".","",FALSE
353958,".","",FALSE
353959,".","",FALSE
353961,".","",FALSE
353962,".","",FALSE
353963,".","",FALSE
353964,".","",FALSE
353965,".","",FALSE
353967,".","",FALSE
353984,"M1AP","",FALSE
353984,"SEMA4F","",FALSE
354038,".","",FALSE
340208,".","",FALSE
353750,".","",FALSE
353751,"RP11-434P11.2","",FALSE
353751,"TPRKB","",FALSE
353756,".","",FALSE
353757,".","",FALSE
353758,".","",FALSE
353768,".","",FALSE
353838,".","",FALSE
353863,".","",FALSE
353865,".","",FALSE
353930,".","",FALSE
353940,".","",FALSE
353949,".","",FALSE
353954,".","",FALSE
353955,".","",FALSE
354027,".","",FALSE
353848,"MOB1A","",FALSE
353852,".","",FALSE
357245,".","",FALSE
357301,".","",FALSE
357302,"TGOLN2","",FALSE
357311,".","",FALSE
357327,".","",FALSE
357328,".","",FALSE
357329,".","",FALSE
357330,".","",FALSE
357331,".","",FALSE
357332,".","",FALSE
357333,".","",FALSE
357334,".","",FALSE
357335,".","",FALSE
357336,".","",FALSE
357338,".","",FALSE
357339,".","",FALSE
357340,".","",FALSE
357341,".","",FALSE
357342,".","",FALSE
357343,".","",FALSE
357344,".","",FALSE
357345,"MAT2A","",FALSE
357346,".","",FALSE
357347,".","",FALSE
357348,".","",FALSE
357349,".","",FALSE
357350,".","",FALSE
357351,"GGCX","",FALSE
357351,"VAMP8","",FALSE
357352,".","",FALSE
357353,".","",FALSE
357354,".","",FALSE
357355,".","",FALSE
357356,".","",FALSE
357357,".","",FALSE
357358,"VAMP5","",FALSE
357359,".","",FALSE
357360,".","",FALSE
357361,"RNF181","",FALSE
357362,".","",FALSE
357363,"TMEM150A","",FALSE
357363,"USP39","",FALSE
357364,".","",FALSE
357365,".","",FALSE
357366,".","",FALSE
357367,"C2orf68","",FALSE
357367,"USP39","",FALSE
357368,".","",FALSE
357369,".","",FALSE
357370,".","",FALSE
357384,".","",FALSE
357385,".","",FALSE
357386,".","",FALSE
357387,".","",FALSE
357388,".","",FALSE
357450,".","",FALSE
357459,".","",FALSE
357473,".","",FALSE
357488,".","",FALSE
361698,".","",FALSE
361699,"AC012360.4","",FALSE
361699,"C2orf49","",FALSE
361699,"RP11-332H14.2","",FALSE
361699,"TGFBRAP1","",FALSE
361700,".","",FALSE
361701,".","",FALSE
361702,".","",FALSE
361703,".","",FALSE
361704,".","",FALSE
361705,".","",FALSE
361706,".","",FALSE
361707,".","",FALSE
361708,".","",FALSE
361709,".","",FALSE
361710,".","",FALSE
361711,"AC012360.6","",FALSE
361712,".","",FALSE
361714,".","",FALSE
361717,".","",FALSE
361719,".","",FALSE
361749,".","",FALSE
361751,".","",FALSE
361753,".","",FALSE
361755,".","",FALSE
361756,".","",FALSE
361757,".","",FALSE
361758,".","",FALSE
361759,".","",FALSE
361760,".","",FALSE
361761,".","",FALSE
361763,".","",FALSE
361764,".","",FALSE
361765,".","",FALSE
361766,".","",FALSE
361768,".","",FALSE
361769,".","",FALSE
361770,".","",FALSE
361771,".","",FALSE
361772,".","",FALSE
361774,".","",FALSE
361784,".","",FALSE
361811,".","",FALSE
361812,".","",FALSE
361813,".","",FALSE
361814,".","",FALSE
361815,".","",FALSE
361816,".","",FALSE
361817,".","",FALSE
361818,".","",FALSE
361819,".","",FALSE
361820,".","",FALSE
361821,".","",FALSE
361822,".","",FALSE
361823,".","",FALSE
361824,".","",FALSE
361825,".","",FALSE
361826,".","",FALSE
361827,".","",FALSE
361828,".","",FALSE
361829,".","",FALSE
361830,".","",FALSE
361831,".","",FALSE
361832,".","",FALSE
361833,".","",FALSE
361834,".","",FALSE
361835,".","",FALSE
361836,".","",FALSE
361837,".","",FALSE
361838,".","",FALSE
361839,".","",FALSE
361840,"AC009505.2","",FALSE
361841,".","",FALSE
361842,".","",FALSE
361843,".","",FALSE
361844,".","",FALSE
361845,".","",FALSE
361846,".","",FALSE
361847,".","",FALSE
361848,".","",FALSE
361849,".","",FALSE
361850,".","",FALSE
361851,".","",FALSE
361852,".","",FALSE
361853,".","",FALSE
361854,".","",FALSE
361855,".","",FALSE
361856,".","",FALSE
361857,".","",FALSE
361858,".","",FALSE
361859,".","",FALSE
361860,".","",FALSE
361861,".","",FALSE
361862,".","",FALSE
361863,".","",FALSE
361864,".","",FALSE
361865,".","",FALSE
361866,".","",FALSE
361868,".","",FALSE
361869,".","",FALSE
361871,".","",FALSE
361872,".","",FALSE
361873,".","",FALSE
361874,".","",FALSE
361876,".","",FALSE
361877,".","",FALSE
361878,".","",FALSE
361879,".","",FALSE
361880,".","",FALSE
361882,".","",FALSE
361883,".","",FALSE
361884,".","",FALSE
361885,".","",FALSE
361886,".","",FALSE
361888,".","",FALSE
361889,".","",FALSE
361890,".","",FALSE
361891,".","",FALSE
361892,".","",FALSE
361893,".","",FALSE
361894,".","",FALSE
361895,"C2orf40","",FALSE
361896,".","",FALSE
361897,".","",FALSE
361898,".","",FALSE
361899,".","",FALSE
361901,".","",FALSE
361902,".","",FALSE
361903,".","",FALSE
361904,".","",FALSE
361905,".","",FALSE
361906,".","",FALSE
361907,".","",FALSE
361908,".","",FALSE
361909,".","",FALSE
361910,".","",FALSE
361911,".","",FALSE
361915,".","",FALSE
361916,".","",FALSE
361917,".","",FALSE
361918,".","",FALSE
361919,".","",FALSE
361920,".","",FALSE
361921,".","",FALSE
361922,".","",FALSE
361923,".","",FALSE
361925,".","",FALSE
361926,"AC018878.3","",FALSE
361927,".","",FALSE
361928,".","",FALSE
361929,"UXS1","",FALSE
361930,".","",FALSE
361931,".","",FALSE
361934,".","",FALSE
362002,".","",FALSE
362004,".","",FALSE
362005,".","",FALSE
362007,".","",FALSE
362008,".","",FALSE
362009,".","",FALSE
362010,".","",FALSE
362011,".","",FALSE
362017,".","",FALSE
362018,".","",FALSE
362019,".","",FALSE
362654,".","",FALSE
363330,"AC096670.3","",FALSE
363330,"BCL2L11","",FALSE
419081,".","",FALSE
419084,".","",FALSE
419085,"DNAJC5","",FALSE
419094,"MIR647","",FALSE
419094,"UCKL1","",FALSE
419095,".","",FALSE
419097,"AL118506.1","",FALSE
419097,"UCKL1","",FALSE
419098,".","",FALSE
419099,"PRPF6","",FALSE
419099,"SAMD10","",FALSE
419099,"ZNF512B","",FALSE
419100,".","",FALSE
419113,".","",FALSE
439695,".","",FALSE
439698,".","",FALSE
439699,"RAD18","",FALSE
439797,".","",FALSE
439801,".","",FALSE
439803,".","",FALSE
439806,".","",FALSE
439807,".","",FALSE
439808,".","",FALSE
439809,".","",FALSE
439811,".","",FALSE
439812,".","",FALSE
439813,".","",FALSE
439814,".","",FALSE
439815,".","",FALSE
439817,".","",FALSE
439819,".","",FALSE
439821,".","",FALSE
439824,".","",FALSE
439830,".","",FALSE
439832,".","",FALSE
439836,".","",FALSE
439837,".","",FALSE
439840,".","",FALSE
439856,".","",FALSE
439857,".","",FALSE
439858,".","",FALSE
439861,".","",FALSE
439862,".","",FALSE
439864,".","",FALSE
439867,".","",FALSE
439868,".","",FALSE
439870,".","",FALSE
439874,".","",FALSE
439876,".","",FALSE
439877,".","",FALSE
439878,".","",FALSE
439880,".","",FALSE
439882,".","",FALSE
439883,"ARPC4","",FALSE
439883,"ARPC4-TTLL3","",FALSE
439883,"TADA3","",FALSE
439884,".","",FALSE
439885,".","",FALSE
439886,"TTLL3","",FALSE
439887,".","",FALSE
439888,".","",FALSE
439889,".","",FALSE
439890,".","",FALSE
439891,".","",FALSE
439896,".","",FALSE
439899,".","",FALSE
439900,".","",FALSE
439904,".","",FALSE
439906,".","",FALSE
439907,"CRELD1","",FALSE
439907,"PRRT3-AS1","",FALSE
439907,"RP11-1020A11.1","",FALSE
439910,".","",FALSE
439913,".","",FALSE
439914,".","",FALSE
439915,".","",FALSE
439916,".","",FALSE
439917,".","",FALSE
439918,".","",FALSE
439919,".","",FALSE
439920,".","",FALSE
439921,".","",FALSE
439923,".","",FALSE
439925,"CIDECP","",FALSE
439925,"FANCD2","",FALSE
439926,".","",FALSE
439927,".","",FALSE
439935,".","",FALSE
439936,".","",FALSE
439938,".","",FALSE
439939,"FANCD2OS","",FALSE
439941,".","",FALSE
439944,".","",FALSE
439946,".","",FALSE
439961,".","",FALSE
439963,".","",FALSE
439965,".","",FALSE
439967,"GHRL","",FALSE
439967,"GHRLOS","",FALSE
439968,".","",FALSE
439969,"SEC13","",FALSE
439970,".","",FALSE
474988,".","",FALSE
474989,".","",FALSE
474990,".","",FALSE
474991,".","",FALSE
474992,".","",FALSE
474993,".","",FALSE
474994,".","",FALSE
474999,".","",FALSE
475000,".","",FALSE
475001,".","",FALSE
475002,".","",FALSE
475003,".","",FALSE
475004,".","",FALSE
475005,".","",FALSE
475007,".","",FALSE
475008,".","",FALSE
475010,".","",FALSE
475011,".","",FALSE
475012,".","",FALSE
475013,".","",FALSE
475014,".","",FALSE
475015,".","",FALSE
475016,".","",FALSE
475022,".","",FALSE
475023,".","",FALSE
475024,".","",FALSE
475025,".","",FALSE
475026,"RP11-723O4.2","",FALSE
475026,"RP11-723O4.3","",FALSE
475026,"RP11-723O4.9","",FALSE
475027,"ACAD9","",FALSE
475030,".","",FALSE
475031,".","",FALSE
475032,".","",FALSE
475033,".","",FALSE
475034,".","",FALSE
475081,"RAB43","",FALSE
475101,".","",FALSE
475102,".","",FALSE
475108,".","",FALSE
475135,"EFCAB12","",FALSE
492093,".","",FALSE
492094,".","",FALSE
492099,".","",FALSE
492100,".","",FALSE
492104,".","",FALSE
492105,".","",FALSE
492109,".","",FALSE
492117,".","",FALSE
492184,".","",FALSE
492188,".","",FALSE
492189,".","",FALSE
492190,".","",FALSE
492191,".","",FALSE
492192,".","",FALSE
492193,".","",FALSE
492194,".","",FALSE
492195,".","",FALSE
492196,".","",FALSE
492197,".","",FALSE
492198,".","",FALSE
492199,".","",FALSE
492200,".","",FALSE
492201,".","",FALSE
492203,".","",FALSE
492224,".","",FALSE
492226,".","",FALSE
492227,".","",FALSE
492228,".","",FALSE
492230,".","",FALSE
492232,"KLHL24","",FALSE
492233,".","",FALSE
492234,".","",FALSE
492235,".","",FALSE
492236,".","",FALSE
492240,".","",FALSE
492245,".","",FALSE
492246,".","",FALSE
492247,"YEATS2","",FALSE
492250,".","",FALSE
492251,".","",FALSE
492252,".","",FALSE
492253,".","",FALSE
492255,".","",FALSE
492258,".","",FALSE
492261,".","",FALSE
492262,".","",FALSE
492263,".","",FALSE
492265,".","",FALSE
492266,".","",FALSE
492267,".","",FALSE
492268,".","",FALSE
492269,".","",FALSE
492270,".","",FALSE
492271,".","",FALSE
492274,".","",FALSE
492300,".","",FALSE
609755,".","",FALSE
609759,".","",FALSE
609761,".","",FALSE
609762,".","",FALSE
609763,".","",FALSE
609917,".","",FALSE
609919,".","",FALSE
609920,".","",FALSE
609921,".","",FALSE
609933,".","",FALSE
609939,".","",FALSE
609951,".","",FALSE
610011,".","",FALSE
610012,".","",FALSE
610013,".","",FALSE
610024,".","",FALSE
610025,".","",FALSE
610029,".","",FALSE
610032,".","",FALSE
35323,"HIST2H2AA3","",FALSE
35323,"HIST2H2BD","",FALSE
35341,"HIST2H2BE","",FALSE
618275,".","",FALSE
618276,".","",FALSE
618277,".","",FALSE
618279,"HIST1H1A","",FALSE
618279,"HIST1H3A","",FALSE
618279,"HIST1H4A","",FALSE
618280,".","",FALSE
618281,".","",FALSE
618282,".","",FALSE
618283,"HIST1H4B","",FALSE
618284,"HIST1H3B","",FALSE
618285,"HIST1H2AB","",FALSE
618286,"HIST1H2BB","",FALSE
618286,"HIST1H3C","",FALSE
618286,"U91328.2","",FALSE
618287,"HIST1H1C","",FALSE
618289,".","",FALSE
618290,".","",FALSE
618291,".","",FALSE
618292,".","",FALSE
618295,".","",FALSE
618296,".","",FALSE
618297,"HFE","",FALSE
618299,".","",FALSE
618301,"HIST1H4C","",FALSE
618302,"HIST1H1T","",FALSE
