Gene	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK
FAM20A	0	12.3516425233413	0	0	40.3016545258899	100.961947774935	52.2249603444369	0.711921119139999	0	0
FAM3C	187.734881163593	59.680421538607	18.8839322119543	19.6733128363645	7.55751772255401	5.64128602865769	5.015956643251	7.92807392459722	0	20.7403694508353
FAM49A	41.0386636360029	6.07906514215528	0.182111878611506	9.1195319856185	6.71341876235258	3.4409239164958	0	97.0399898186522	92.1620517699118	28.2344044220735
FARP1	0	63.3420706622741	0.0960915898910879	0	7.69953657987317	7.79253155486207	20.0106545101165	0	0	0
FASN	2.4940624309173	154.356170759755	13.5273946529986	17.3125152960007	13.7172185226848	30.075265957681	8.04511566781248	4.1163274126824	0	20.4062996466001
FAT1	0	84.8713902691	0	0	4.630620764286	2.10225303984438	0.581705072968503	0	0	0
FAXDC2	0	9.49504104016782	0	0	0.847866982868051	0.292235137067046	0.465364058374802	2.13576335742	0	0
FBL	5.47614536318344	292.87889218678	5.47966733453506	4.92852407953652	1.09095597071457	1.4338843339817	0.933924382944486	0.711921119139999	0	4.26354260052674
FBLN5	0.172151766242691	23.9211943072922	21.7965184039615	18.239063971237	0.596254243757159	0.100470927330584	0.116341014593701	0	0.0712218043559825	2.81533131728857
FCER2	98.4708102908194	0.155794845079893	0	0	0.167828205678165	0	1.05066493081255	0.15702263724701	0.313470710186006	0
FCGR2B	18.5921017577472	9.27269148795443	0	1.57386502690916	1.52028522109959	0.325797421769523	1.16341014593701	8.89901398924999	12.2225274107167	2.31907901467789
FCRL5	237.625558051874	0.749450168703942	0.0836020023013959	0	0	0	0	0.161797427032596	0	0
FERMT1	0	6.14139245725193	0	0	0	1.06293289984705	0.116740547868061	0	0	0
FFAR1	103.843690305466	0	0	0	0.188824889839559	0	0.700443287208365	0	0.142449711915099	0
FGD5	0	5.85489293681352	0	0	0.569703370313049	0.484909577762046	0	0	0	0
FHL1	1.09522907263669	25.7838879735041	7.01686348182524	1.13994149820231	5.50405742844544	5.41126274836798	10.0053272550582	1.88036079109286	0	1.8228267120672
FILIP1L	0.680198844795629	16.6736607282416	0.367044171863643	0	9.59568157564776	35.479572988953	2.17888549336588	2.66965754603784	0	0
FKBP10	0	76.4386223915312	0	0	0	0	0	0	0	2.40017026386565
FLRT1	0	0.227137501956725	0	0	0.602711645345901	0	0.16760657641276	0	0	0
FLRT2	0	2.22784110004711	0	0	102.569259987588	46.5875951787286	27.4402334013143	0	0	0
FLT4	0	4.14654911611533	0.537097167342246	3.41982449460694	0	0	0	0	0	0
FN1	0	788.201807112194	0	0	101.080196800033	130.858267843991	308.545268015285	1.25357386072857	0	0.455706678016801
FNBP1L	0.906931793060838	29.8221779365819	0	0	1.95109368326679	0.578023322085	0.442584409698618	0	0	0
FOSB	128.425217617048	8.99735137291379	22.3351526999935	116.641736549031	0	0	0	105.29561323353	9.34585356794945	47.83949638428
FOXA3	0	0.436070742947716	0	0	0	0	0	0	0	0
FOXP2	0	1.25344446655565	0	0	0	1.07316640678838	0	0	0	0
FOXP4	8.7618325810935	35.9102092605583	0	0	0	0	0	1.26656228082536	0	0
FRK	0	3.59373118590398	0.0836020023013959	0	0	0	0	0	0	0
FSCN1	0	48.0192078020769	0.169185540821263	0	53.638133051612	72.2857445599815	21.6394287144283	3.08045677012987	0.80306396008489	0
FXYD1	5.21485781009982	6.28770591750663	1.95944841590118	2.55753066872738	8.07980923695898	2.16075591747584	8.18074152758357	0	0	0.496252302610684
FXYD2	0	1.43670696421621	29.351948180392	79.0867176021852	0.527710001990261	3.14868877942875	0.16760657641276	1.17766977935258	0	0
FZD4	0	8.10842017694106	0	0	1.33146033126003	2.03275205537114	1.0470691313433	0.0808987135162982	0	0.496252302610684
FZD6	1.33319645849693	22.4624335783404	7.47843783774805	3.5411963105456	7.82905391297155	4.69602249199095	1.40088657441673	0	0	8.11192414763057
G0S2	8.7618325810935	18.7007553259333	0.29878074802775	0	36.2544870624577	590.490950795874	2.5079783216255	4790.28959449453	4096.91959931774	4.10136010215121
GAL3ST4	0.906931793060838	7.52582747223847	9.54625192415807	0	0	0.196353032198815	0	0.313393465182143	1.18717437061127	0
GALNT14	0	6.10180740726145	0	0	0	0	0	0.161797427032596	1.59435109031584	0
GAS6	0	74.6004489990431	1.56446753745998	3.93466256727289	1.22324820965869	2.12800318037109	53.5527135735327	10.6415779331759	0	0
GATA3	0	3.47935730616081	0	2.36079754036374	0	0	0	0.161797427032596	0	0.992504605221368
GBP4	52.4563383721756	12.7635152960407	136.608453470063	188.105335702311	3.95869975943305	37.5558954802371	0.314643904907061	60.7690108289257	51.7618356256254	325.185651138287
GBP6	0	0.171577619075313	1.0392971228534	2.27988299640462	0	0	0	0.15702263724701	5.82717296707328	2.85587694188246
GCA	8.77030263004828	26.340913917346	5.51440346924746	2.27988299640462	15.9790835255018	13.8953930352778	14.0151729737896	67.9884668778699	523.799009566148	0
GDF7	28.6275916037425	0.0842636621999201	0.338371081642526	0	0	0	0.116740547868061	0	0	0
GIMAP8	0.165477408114119	3.94664701334139	131.063129540288	143.632628773491	11.3968400462204	29.2277983301581	0.314643904907061	88.0260785173622	14.3824530319215	119.491124881046
GIPC1	0	125.416966380563	1.95165957887062	6.09872697927298	1.46375257020415	1.36540154385542	0	0	0	1.44821128323817
GIPC2	0	0.985208233146745	1.09414017343661	1.37713189854551	0	0	0	0	0	0
GJA5	0	5.65858595784051	0	0	8.90014336797933	2.54856352067881	1.84367234054036	0	0	0
GLB1L2	0.165477408114119	13.4231052371445	1.69080363553405	11.3994149820231	0.527710001990261	0.991050769307204	0.349023043781102	0	0	3.84838154710382
GLB1L3	0	0.126041789128482	0.258440505960432	0	0	0	0	0	0	0
GLIS2	0	16.5346992143219	0	0	0	0.050235463665292	0	0.235533955870515	1.06678103267984	0
GLYAT	0	0	0	0	0.814858707835199	0.146117568533523	0.590112546264824	0	0	0
GNAO1	0	1.29482738252014	0	0.393466256727289	0	0	0	0	0	0
GNAQ	0	22.032407608043	0	0	1.23197416413591	1.83731653415847	41.1603501019714	0	0	0
GNB4	14.2841757407082	6.15657180014793	0	0	8.57460886184508	11.7619541257993	9.38596827911456	11.8921108868958	9.22320777450346	0.455706678016801
GNG11	0	9.97716100243972	1.05521419533156	0	0.554260875434371	1.06293289984705	0	8.40071109271504	0	0.455706678016801
GNG12	0	43.8575500672838	0	0	17.8274054052503	17.4210787464081	2.95056273132412	0	0	0
GNG7	3.28568721791006	2.70124953939499	0	0	0	0.146117568533523	0.295056273132412	0	0.629313949778112	0
GOLM1	0	74.6671207496997	0	0	1.91084980395619	0.43835270560057	0.933924382944486	1.96029067190083	0	3.80783592250994
GP1BA	0	0.444413851049921	0	0	0.38087848047349	23.9594171672972	0	1.42384223828	0.21462689807623	0
GPA33	3.09873179236844	0.147357901329158	59.6134181004482	18.8863803229099	1.71355888470299	0.343380831690876	15.8223779847433	1.26656228082536	0	11.9197600701405
GPC3	0	5.31420523451382	1.50082196899085	0	0	0.200941854661168	0.350221643604182	0	0	0
GPC4	2.15120630548354	18.8693381950494	0	0	825.840305210533	268.079458198591	341.822692423899	0.633281140412678	0.261849337128403	0
GPD1	0.496432224342356	1.59417990271169	0.461579168104235	0	3.24231013521622	1.08682491078701	55.4946639611952	0	0	0
GPM6A	1.8202514892553	0.43383294028485	0	0	0	0	0	0	0	0
GPNMB	0	102.610662370877	0	0	2077.70470114628	793.22961402225	628.322333635471	1.42384223828	0	0
GPR160	6.34852255142587	22.3824647291034	3.28242052030983	1.64284135984551	0	0	0.581705072968503	1.96029067190083	7.1593896376726	1.44821128323817
GPR84	0	1.25326511371568	0	0	13.7481844147269	177.117760097599	0.116740547868061	46.2748727441	2.50407943116281	0
GPRASP1	18.8188347060124	1.77619912229892	67.2266624151183	19.3790054694393	0.761756960946979	0.146117568533523	1.0470691313433	0	0.141494330109951	6.50153036601686
GRASP	916.08293131976	8.06920522352186	81.7958399904145	21.3569376779916	0.785079133596718	2.12705528174288	0	85.7864948563699	0.326060906195857	24.8417295529865
GRB10	0	26.8728441622009	7.94148861933422	0	14.2780999665643	0.803767418644671	0.465364058374802	8.7750170251	17.3405510022675	0
GRB7	0.172151766242691	28.9066672358945	0	0	0	0	0	0	0	0
GREB1	0.330954816228237	1.68213366399538	0	0.821420679922754	5.20617335404751	3.61528297541809	3.61895698390988	0	0	0.496252302610684
GREM1	0	8.81816076237312	0	0	9.67133641207538	31.3858988900977	0	0	0	0
GSTM1	0	3.60186884475471	3.03025935317833	4.92852407953652	0.911817183258122	2.6182478038798	0	0	0	0.992504605221368
GTF2IRD1	0	35.3943760592034	1.26988232426871	0.821420679922754	24.2968633638636	8.6668786189888	22.8028388603653	0	0	0
GYS2	0	0.0356147016556516	1.73824736967637	0	0	0.313605101880637	0.232682029187401	0	0	0
GZMK	0	2.83211450117262	57.3179480266731	2118.42232621973	0	0	0	1.96029067190083	0	80.2695097544916
HAPLN3	2.19045814527337	12.8789731951446	73.9599568614541	22.7988299640462	0	0.823701586990569	0	0.672341226619334	0	0.951958980627485
HBB	196.124000249406	29.76742115528	0.97466362408925	2.27988299640462	0.551935386946026	0.313605101880637	0	25.3848706797536	40.0984612469755	1.90391796125497
HEG1	7.99917875098157	15.3732765287648	25.4856093338692	41.9041563414563	8.16102782858488	10.8911932201819	2.44316130646771	11.0824199572219	0	84.0253688502661
HES1	13.3772439476474	74.1841501875754	0.0836020023013959	0	0	3.69141421066818	0	34.3094462384717	2.46364309946506	0
HGF	0	2.43710585751168	0	0	4.46218437646755	0.677584018457046	0	14.1027059331964	1.06678103267984	0
HHEX	196.124000249406	4.27894047769717	0.365038074206007	1.13994149820231	15.5390819096052	8.01476488415306	12.6811705907134	29.5830139712507	31.6922283169506	7.29130684826882
HIP1R	232.188563398978	32.4900901751721	37.9453860194289	32.8568271969101	0	0.313605101880637	0.50281972923828	0.336170613309667	0.39728271055184	40.5693255456369
HIVEP2	6.12178960316066	7.46981144318964	7.7590689857909	3.28568271969101	0	0	0	0	4.15868165860024	3.84838154710382
HKDC1	0	1.59657566883811	34.1047596770804	13.6792979784277	0	0	0.116740547868061	0	0	0
HLA-DOA	640.520578849217	9.47145538928308	9.66022819846006	45.9995580756742	3.40501488347484	3.35050319737879	0.583702739340304	61.519222235669	0	5.37768407952976
HLA-DPA1	757.968246050595	290.719532627075	7.01459399459491	56.9970749101156	27.6831739530512	50.1655901025566	32.4538723073209	260.20716904567	0	25.4499139218947
HLA-DPB1	471.523687738731	187.146948556165	4.69922912033569	67.3564957536658	7.59225985324198	13.9010244411993	8.380328820638	96.4809660198744	0	18.8267466820962
HLA-DQA1	373.397180980397	59.0678187212681	0.267258666930822	15.9591809748324	2.13506539291681	2.10366317966833	0.583702739340304	71.8774094368389	0	0
HLA-DQA2	124.4763885976	6.93773479299915	0.903750287124836	68.1779164335885	3.99760969457446	16.0886828584214	3.02486637943621	10.0494487838086	0	0.455706678016801
HLA-DRA	928.162782112091	625.639890203259	1.52687313879386	17.0991224730347	34.2631962935286	80.9416476691201	196.707823157682	680.850155103035	4.27938369089994	2.9775138156641
HMGN3	4.53465896530419	113.778599258187	13.0384869543806	9.03562747915029	10.405403211545	8.8085922399416	8.85168819397235	6.26786930364285	0	9.02333750366417
HNRNPA3	131.051644097291	284.599917816013	91.0585460393048	76.1357206767305	3.43436372585015	2.04564595946932	0	68.5788051151721	56.8642376107835	53.2691572905453
HOMER3	0.330954816228237	48.4830986553167	1.11846869719955	0.393466256727289	9.47630413988113	10.507664800709	2.20250733434942	24.8766253849154	2.98087371832911	0
HOOK1	42.8586487015567	11.5729559064315	73.0190714790141	18.0712549583006	0.167828205678165	0	0.116740547868061	0	0.0707471650549755	4.30408822512062
HOXB3	0.330954816228237	7.70175554085134	7.1519237136727	8.21420679922753	0	0	0	0.35596055957	0	21.6923284314627
HOXB7	0	15.3360209209125	0.683147107592102	4.10710339961377	0	0.196353032198815	0	0	0	4.30408822512062
HOXB9	0	0.770841363629097	0	0	0	0	0	0	0	0
HPCAL4	0.330954816228237	0.0677517741973929	15.7622395264249	2.46426203976826	0	0	0	0.280041524557261	0	0
HPGD	0	6.55251622078378	6.17519608166726	19.7140963181461	55.0837565899377	15.7187901909635	10.6220258327668	0.316640570206339	0.470427484924388	3.39267486908702
HPN	0	27.0419861120233	0	0	0	0.648472205186443	0	0	0.324422236643407	0
HS2ST1	0	13.4943254410262	0	0	1.10852175086874	3.18593693566266	1.63436767015285	0	0	0.455706678016801
HS3ST2	0	1.04956336962257	0	0	164.357030425514	14.1956014195347	221.513291786406	0	0	0
HS3ST3B1	2.4940624309173	1.55145448702674	30.6389686205574	35.3210892366784	0.887591798302357	84.2951464154777	1.62877420431181	1.34468245323867	1.54777729422197	41.3088515958109
HSD11B1	0	2.81927915163284	0.452139777428633	0	41.8136664368138	906.366051791721	1669.72624144879	0.35596055957	0	0
HSD11B2	0	10.0798124785961	0	0	0.410658054711971	0.146117568533523	1.86784876588897	0	0.214152258775223	0
HSD17B14	0	11.642345902522	1.14297745211883	0.196733128363645	23.7764239415541	10.4799469326152	17.431083946927	0	0	0.496252302610684
HSD17B2	0	1.65749404225393	0	0	0	0	0	0	0	0
HSD17B6	1.09522907263669	4.4051030139566	1.55313927597951	3.28568271969101	0.569703370313049	0.296823959529399	9.43931714721182	0	0	1.48875690783205
HSPB1	60.3992539616533	1168.80801735227	67.5927235985677	41.510690084729	512.091508800322	502.868163129759	293.412038805313	19.6029067190083	0	23.6773376419055
HSPB7	0	2.27270444887602	0	0	18.1890563725345	13.0266608712665	2.21292204849309	0	0	0
HSPG2	0.172151766242691	99.2770043210175	3.37675195265949	0	4.37525947425357	1.77786575789881	22.6864978457716	0.711921119139999	0	0.455706678016801
HTRA1	0	126.296080902372	0	1.13994149820231	243.650849667873	98.4182160254703	3.03525424456958	7.56112116304606	0	0.496252302610684
IDO1	0	7.52941287896297	0	0	0	94.2511815233543	0	0.633281140412678	0.289205472109103	0
IFFO2	10.9215089355318	9.89173156186718	9.00363823255943	7.39278611930478	1.78876273127148	1.78367445005201	9.33924382944486	4.07411504736786	0	10.1780246072611
IFI27	0.680198844795629	562.016410274501	0.808423029438649	0.821420679922754	1.13617803983173	26.2209793659177	0.50281972923828	0.336170613309667	0	0
IFITM1	108.972068031624	308.258452584779	3630.24303843512	3917.97892932135	0.821316109423941	24.3368090406165	0	96.8171366331841	4232.02284124052	8321.92163997901
IFNGR2	4.96432224342356	103.948389430129	0.894809224122429	0	5.97911588715574	11.3327008251239	7.22887869174409	9.78874433547208	16.3102599947951	0.911413356033602
IGFBP2	0	152.76152681008	0.0855835385198669	0	6.84710773829242	9.62289237192455	0.350221643604182	1.06788167871	0	0.951958980627485
IGFBP3	0	135.117348523331	1.89334482865712	8.06605826290943	0	0	0	0	0	0.496252302610684
IGFBP4	11.9143733842165	372.369964653177	2.61852728490201	26.9524385858193	0.887591798302357	0.764150127370093	0.33521315282552	0.35596055957	0	1.94446358584885
IGFBP6	0	31.6491556524263	0.789744675837676	16.4284135984551	11.2032227501792	11.6419317637874	8.380328820638	0.672341226619334	0	0
IL13RA1	11.2524637517601	55.5463478098482	0	0	8.43176555831745	11.534289192584	5.16348477981721	19.161724958651	79.1311677154036	0
IL17RB	0	7.04046384113116	0.628731569343682	0	0	0	48.6305441001668	0	0	0
IL1R1	0	31.5224138679831	0.720727456048087	0	10.4139046859747	2.60146666152856	8.02753000696534	0.94213582348206	13.0707437517775	0
IL1R2	0	3.65654681244043	0	0	0.21860446407804	0.38534888139	0.295056273132412	3.44732811700357	739.993488978679	0
IL1RN	1.09522907263669	15.0145132962277	0	0	1028.97815988997	1699.55313925026	2227.08474960344	1089.92161357686	331.86411093457	0
IL2RB	0	4.68323647391365	1.16733382486059	4.52486195236383	0	0	0	0	0	14.4918176398658
IL32	0	213.833523496805	40.9354597756107	330.583034478671	0	3.67671822126905	0	0.078511318623505	6.54222368880152	39.9514363692446
IL36A	0	0	3.27256393565205	0	0	0	0	0	0	0
IL6	36.3240226772079	3.55055240192786	0	0	0	5.8209658818937	0	13.6155445188726	0	0
IL6R	0	6.49003455682984	27.1413993163926	1.13994149820231	15.6312133200612	14.8366091540076	16.9657357051137	25.6982641449357	102.830863290988	0.455706678016801
IL7R	0	6.69115551770351	637.185745020524	352.389471686861	0	20.2200846974724	0.67042630565104	2.84768447656	0	3.43322049368091
INF2	37.2377884696474	68.0512664251554	31.7855722942384	13.9641515586868	59.4008994498925	42.2009811414951	37.8790862692838	13.4419931787485	0	4.38517947430839
INHBA	0	7.69117947220885	0	0	0.57293207110742	21.8296435593355	0.50281972923828	0.35596055957	0.355593677559947	0
INMT	0.165477408114119	3.74661780773732	0.934640587940991	1.13994149820231	0	0	0	0	0	0
INPP4B	0	6.33120107059862	4.91274727763111	0	0	0	0	0	0	0
IPCEF1	0	1.1283841704207	98.7324845646189	69.8207577934341	1.04224606199033	0	0.349023043781102	18.15398853807	65.7937640060119	43.6587714275986
IQSEC2	0.165477408114119	13.7733530382108	0.0836020023013959	0	3.88797608304167	1.74809002808857	2.51715123925648	8.6812872612751	0	0
IRS1	10.4250767111895	8.78176998098528	5.18670417082415	3.28568271969101	5.2854529643674	0.840344378311328	0.583702739340304	1.34468245323867	0	0
IRX6	0	0.14325299298401	0	0	0.356653095517725	0	0	0	0	0
ISM1	0	2.51978104891366	32.9262354999304	5.11506133745476	4.29435617078938	1.83731653415847	1.62280950222826	0	0	0
ITGA3	1.09522907263669	86.1170119131345	8.63438720404734	18.8926756382233	1039.65005877573	169.595973635167	341.675164287333	0.0808987135162982	0	3.88892717169771
ITGB5	0.165477408114119	111.599620471312	1.00148220232013	1.57386502690916	221.712681109895	207.076512499422	54.2903542563638	3.76072158218571	0	0
ITGB8	0	8.00417516787396	0	0	3.25871356425165	111.694865425129	9.68946547304905	1.42384223828	0	0
ITIH1	0	0.108426600729241	0	0	0.38087848047349	0.192674440695	0	3.76072158218571	0	0
ITLN1	0	0.162201052281549	0	1.13994149820231	0.761756960946979	2.4385679506438	0	1.96029067190083	0	0
ITM2A	12.0475197990036	12.7904332329084	103.712989325999	71.414125596003	0	0	0	2.02246783790745	0	62.4740869075532
ITPK1	0.453465896530419	52.5323495793828	0	0.590199385090934	0	0	0	0	0	0.951958980627485
ITPR1	386.615862640751	9.76801052011664	40.3156052764741	43.5352960359059	8.83418004482459	10.1017630793236	0	23.1911164234786	5.87782130127598	14.8972738858046
JAM3	73.3064917945545	9.83587382706948	6.10670827568565	2.95099692545467	0	0	0	1.26656228082536	0	0
JDP2	3.64050297851061	24.4195773508015	0.0836020023013959	0	143.684489801313	51.1087869086049	25.079783216255	214.047736719403	113.987867659998	0
JUP	21.6911225465791	225.534187284343	0	0	6.82323667785486	1.33800222911347	0.737640682831029	14.2384223828	1.12217157575684	0
KANK2	0	50.9895008246531	0	0	1.10387077389205	1.77786575789881	0.466962191472243	1.5702263724701	0	0
KAZN	0	10.3069656115912	0	0	0.377649779679119	0.213134174550054	3.49023043781102	0	6.29306950177754	0
KCNF1	0	0.25171041440241	0	0	5.30780306444308	2.12955167122552	0.116740547868061	0	0	0
KCNG1	44.2430039243717	0.857464502340772	0	0	0.95381055158091	0	0	0	0	0
KCNH2	0	1.29985244329058	1.69292724747832	0	0	0	0	0	0	0
KCNJ15	0	5.48779423277886	0	0	0	0.162898710884762	0	3.69787674640634	25.7723529556361	0
KCNJ5	0	0.935549402300221	0	0	22.8368823953158	5.76180545331281	3.3521315282552	0	0	0
KCNMB1	0	1.54504539386863	0	0	2.16091525726774	2.86048906070214	0	10.968771281375	0	0
KCNQ1	1.36039768959126	7.85307823224973	5.07241090660215	0	0	0	0.314643904907061	3.13393465182143	6.88995658514347	0
KCTD15	0	18.4042153190364	0.3390416675006	4.10710339961377	13.0018814269899	3.48404378057405	30.2432679960722	22.06955469334	0	0
KCTD18	0	12.1520345860883	0	2.75426379709103	0	0.146117568533523	0	0	0	0
KHDRBS2	76.4090035653756	0.0280256561786691	0	0	0	0	0	2.017023679858	0	0
KIAA0408	0	0.918977052721894	4.66647940545408	2.46426203976826	0.602711645345901	0.678494249415583	0	0	0	0
KIAA1210	0	0	0	0	7.36546413192008	1.67441782327371	0.67042630565104	0	0	0
KIAA1324	1.09522907263669	5.46867154254085	17.1273080015834	13.1427308787641	0	0	0	0.560083049114523	52.1635104614457	2.85587694188246
KIAA1522	0	65.5285153867461	0.192400518374084	0	1.23197416413591	0.601251416485331	1.18022509252965	0.626786930364285	0	0
KIAA1671	0	19.3503890170664	3.84212581094281	38.7580109388786	0.569703370313049	1.77786575789881	0	0.280041524557261	0	25.6623468523482
KIF17	0	1.42391933684647	0	0	0.52448130119589	0	0.700443287208365	0	0	0
KIF26A	0	0.858226659766923	0.0836020023013959	0.821420679922754	0	0	0	0	0	0
KIF5C	3.99958937549078	0.846174475232249	5.59819580674677	12.3213101988413	0.167828205678165	0	0	0.313393465182143	0	0.496252302610684
KIT	0	2.9420072648865	3.26632759717589	5.74994475945928	0	0	0	0	3.53009204068481	1.44821128323817
KITLG	0	13.2559606479672	0	0	5.87923566577236	7.42059898823498	0.737640682831029	0.336170613309667	0	0
KLB	0.330954816228237	0.107106104067881	0	0	0	0	0	0	0	0
KLF11	2.2673294826521	11.8739286550843	0	0	0	0	0.590112546264824	1.06788167871	0	0.455706678016801
KLF12	23.412640209006	2.91992720639427	60.6339158272506	39.4281926362922	0	0	0.698046087562203	2.74789615182268	0	23.2621765884826
KLF2	1035.32072218355	14.3170443140201	585.707229750899	340.842507962491	0.410658054711971	0.715488811202973	0.350221643604182	89.0852125270617	344.736065362391	250.546804018372
KLHL41	0	0.446262421332463	0.533124415563716	0.590199385090934	1.90439240236745	1.67588400738346	1.5732195245353	0	0	0.496252302610684
KLK4	0	0.486198027110525	0	0	10.4564003586519	1.33341340665112	3.85243807964601	0	0	0
KREMEN1	0	10.8322635548497	0	0	0	1.1676079841906	0.16760657641276	0	5.4754271564805	0
KRT23	0	4.1392916618649	0	0	0	0	0	0	24.5183545246132	0
KRT4	0	0.315913730683583	0	0	1.51705652030522	0	17.4511521890551	0	0	0
KRT7	0	132.077514981021	0	0	0	1.88663448683762	0	3.36170613309667	0	0.496252302610684
KRT76	0	0	0	0	0	0	0.314643904907061	0	0	0
KRT78	0	0.119636330479578	0	0	1.75095821164895	0.893486553552377	20.0793742333065	0	0	0
L3MBTL4	6.57137443582012	2.24118875908072	0	0	3.25943483134079	1.14029097619333	0.581705072968503	0.711921119139999	0	7.53458059583211
LAG3	0	3.09910482901768	2.18828034687322	68.659861798912	0.167828205678165	0.246588495864107	0	0	0	8.2741066460061
LAMA3	0	21.6918932134589	0	0	1.33791773284877	0.835647592460552	0.116341014593701	0	0	0
LAMA5	45.3465896530419	121.714636856945	0.0855835385198669	0	0.887591798302357	1.0384099090388	1.05066493081255	0.313393465182143	0	0.455706678016801
LAMB2	0.680198844795629	218.630167473303	0.264807259085709	0	154.304635501151	100.235446621952	35.849337185588	30.8045677012988	0	0
LAMC1	83.1493030952199	63.52733475724	0.446012515870023	0	64.3021048111584	88.4723870506409	96.4467010981777	2.49172391699	0	0.455706678016801
LAMC2	0	30.3366539225913	0	0	0.167828205678165	0.484909577762046	0.116341014593701	0	0	0
LAMC3	0	2.89522010750544	1.89795616961001	0	0	0	0	0	0	0
LAMP3	0.680198844795629	4.78615967275456	0	0	0	0	0	0.280041524557261	0	0
LBH	59.9938406323617	45.7447564132703	153.026485378423	153.892102257312	0	0.200941854661168	0.233481095736122	1.77980279785	0	90.2836254687196
LCK	1.09522907263669	6.11862245770291	100.653320284626	114.177474509263	0	0	0	0	0	56.3471719703653
LCN2	0	66.9284329795681	0	0	0	0	0	0	8.38411061036056	0
LDHB	13.4036700572436	388.434318667514	135.888319860707	66.4957973869119	20.4340645977043	29.8403299647637	9.68946547304904	3.20364503613	0	22.350763232449
LDOC1	8.84258498234317	40.5317948035201	7.85234857911303	2.46426203976826	0	0	0	0	0	8.15246977222445
LEF1	0	11.8945497575931	382.568121597028	39.8979524370809	0	0	0	0.323594854065193	0	4.38517947430839
LEP	0	0.0386855581342386	0	0	0.359881796312096	0	0	0.280041524557261	0.842505390643987	0
LGALS2	0	2.83530698983459	0.452963003312548	0	387.129182256224	222.94992076608	0	646.11991878118	0.50759899526761	0
LHFPL2	11.0177130395322	14.9958556825076	0.269395988322059	0	11.8559818397589	10.741489493139	5.60354629766692	2.24033219645809	0.995066269820649	0
LIMA1	0	65.5737139922659	2.8111570109367	4.92852407953652	1.52028522109959	1.13888083636938	3.54067527758894	0	0	3.31158361989926
LIN7A	0	1.78314550273173	0	0	0.671312822712661	0.814493554423808	0	6.26786930364285	40.5338169122783	0
LIPE	20.4860601828803	6.71667978332823	14.5048571599405	11.4105214450914	0.52448130119589	0.162898710884762	1.03269695596344	0	2.18875947857931	10.2688206639329
LMCD1	0	21.7627287251579	0.353848084237801	0.821420679922754	0	0	0	0.235533955870515	0	0.455706678016801
LMNA	135.525997245463	308.946339308848	8.31568553944666	10.2594734838208	58.7532652334218	58.1593153918832	82.7632846136415	12.10265902538	0	5.01277345818481
LNX1	0	7.6081297089722	0	0	0.863366413346591	0.601251416485331	0.442584409698618	0	0	0
LOXL4	0.661909632456474	3.35114637692433	0	0.821420679922754	0	0	0	0	0	0.496252302610684
LPCAT2	1.09522907263669	11.0443628655252	0.423954620162393	0	58.4911495187034	76.6528184380859	28.6325953465425	54.4621780754903	107.69676303088	0
LRCH1	1.09522907263669	9.29286672122645	0	0	0	0	0.590112546264824	0	0	0
LRG1	0	11.3173721233405	0	0	1.83468580948181	3.43447696444671	6.07050848913916	36.1253566678867	618.295877024912	0
LRIG1	2.04059653438689	29.6718451996892	12.5526194655805	18.0712549583006	0.384107181267861	0	0.295056273132412	0.626786930364285	0.629083932096187	3.97001842088547
LRP1	1.09522907263669	80.0989986769868	2.11240365443306	1.64284135984551	97.3363513266466	59.7883025007309	102.532054913513	140.60442103015	0.0712218043559825	0
LRP5	0	53.1093314274359	0.67476062706658	1.13994149820231	0.335656411356331	0.100470927330584	3.85243807964601	0	0	0
LRRK2	2.94752832744772	2.13890870568353	0	0	2.037146769588	2.78114651476456	0.295056273132412	15.356279793925	144.355621318285	0
LRRN3	0	0.32152377497805	45.7044515730592	6.88565949272756	0	0	0	0	0	0
LSR	5.89505665489545	141.257442419903	17.3392717321539	12.5393564802254	2.76220541268219	0.200941854661168	2.84931179901692	0	0	0.496252302610684
LYN	65.0733676397373	28.3943526633369	0.338371081642526	0	2.11084000796104	4.6974560480516	1.25857561962824	27.5659902913927	118.378576746863	4.34463384971451
LYPD3	0.496432224342356	13.5520009947647	11.5660240198153	4.13139569563654	0.38087848047349	0.146117568533523	0.116740547868061	4.62748727441	0.65404478240828	1.90391796125497
LYPD6B	5.33278583398771	5.06043787909245	0	0	0	0	0	0	0	0
LYZ	0	129.55814262746	0.41801001150698	0	194.79093639444	158.379233773047	198.361429882259	533.940839354999	57.1960442390198	0
LZTS3	7.48218729275191	8.81233168226065	0.670847835767212	1.7705981552728	3.88602360456576	2.79458909198635	2.55950232106141	0.35596055957	0	0
MACROD2	2.31668371359766	2.62435155098147	0	0	0	0	0.466962191472243	0	0	0
MAFB	0	19.2586160409869	0	0	101.738675721853	183.433726371979	43.0748901380793	282.054118663928	5.805032979151	0
MAL	0	3.25920889150769	262.846172760718	19.3790054694393	0	0	0	0	0	0
MALL	0	29.012493155191	0.0866521992154856	0.196733128363645	0.19205359063393	0.835647592460552	0.8380328820638	0	0	0
MAML2	2.04059653438689	5.64125245666017	2.60581296109721	19.3790054694393	20.3419352060869	7.74423113227673	6.18724903700722	0	0	15.8994832985101
