"","x"
"103","CD4"
"104","LEPREL2"
"105","GNB3"
"106","CDCA3"
"107","USP5"
"108","ATN1"
"109","C12orf57"
"110","RNU7"
"111","C1RL"
"112","C1RL-AS1"
"113","RNU6-485P"
"114","CLSTN3"
"115","RBP5"
"116","RP11-273B20.1"
"117","HEBP1"
"118","HTR7P1"
"119","RP11-377D9.3"
"120","RNU6-491P"
"121","ATF7IP"
"122","RPL30P11"
"123","RP11-695J4.2"
"124","HIST4H4"
"125","RP11-174G6.5"
"126","WBP11"
"127","C12orf60"
"128","ERP27"
"129","ARHGDIB"
"130","PDE6H"
"131","ENDOU"
"132","SLC48A1"
"133","HDAC7"
"134","RP5-1057I20.2"
"135","TMEM106C"
"136","ASB8"
"137","ZNF641"
"138","RP11-370I10.6"
"139","DDX23"
"140","PFDN5"
"141","AAAS"
"142","SP1"
"143","MAP3K12"
"144","TARBP2"
"145","NPFF"
"146","RP11-793H13.10"
"147","RP11-793H13.11"
"148","ATF7"
"149","ATP5G2"
"150","CALCOCO1"
"151","SNORD81.4"
"152","HOXC13"
"153","HOXC13-AS"
"154","HOXC11"
"155","HOTAIR"
"156","MIR196A2"
"157","HOXC6"
"158","HOXC9"
"159","HOXC-AS2"
"160","HOXC-AS1"
"161","HOXC8"
"162","HOXC4"
"163","AC012531.25"
"164","RP11-834C11.14"
"165","HOXC5"
"166","MIR615"
"167","SMUG1"
"168","RP11-968A15.2"
"169","CBX5"
"170","HNRNPA1"
"171","RP11-968A15.8"
"172","COPZ1"
"173","RNU6-950P"
"174","MIR148B"
"175","ZNF385A"
"176","ITGA5"
"177","RP11-753H16.3"
"178","GTSF1"
"179","NCKAP1L"
"180","RP11-1049A21.2"
"181","ITGA7"
"182","BLOC1S1"
"183","RP11-644F5.10"
"184","SARNP"
"185","ORMDL2"
"186","RAB5B"
"187","CDK2"
"188","PMEL"
"189","RP11-973D8.4"
"190","RPS26"
"191","RP11-603J24.4"
"192","NABP2"
"193","RNF41"
"194","RBMS2"
"195","TAC3"
"196","MYO1A"
"197","STAT6"
"198","RP11-545N8.3"
"199","MIR1228"
"200","INHBC"
"201","R3HDM2"
"202","RP11-756H6.1"
"203","INHBE"
"204","GLI1"
"205","CDK4"
"206","CTDSP2"
"207","RP11-620J15.1"
"208","UBC"
"209","SLC15A4"
"210","TMEM132D"
"211","KIF26A"
"212","CTD-2223O18.1"
"213","RP11-982M15.5"
"214","AHNAK2"
"215","GPR132"
"216","BTBD6"
"217","BRF1"
"218","C14orf80"
"219","RP11-521B24.5"
"220","ATP2A3"
"221","ACLY"
"222","TTC25"
"223","CSHL1"
"224","C17orf72"
"225","RP11-214C8.2"
"226","ICAM2"
"227","ERN1"
"228","SNORD104"
"229","SNORA76"
"230","CD320"
"231","MUC16"
"232","OR1M1"
"233","OR7D1P"
"234","MPV17L2"
"235","RAB3A"
"236","AC068499.10"
"237","PDE4C"
"238","KIAA1683"
"239","JUND"
"240","RPL39P38"
"241","MIR3188"
"242","LSM4"
"243","AC008397.1"
"244","UQCRFS1"
"245","CTB-32O4.2"
"246","POP4"
"247","C19orf12"
"248","CCNE1"
"249","KCNK6"
"250","CATSPERG"
"251","AC026806.2"
"252","snoU13.263"
"253","PSMD8"
"254","GGN"
"255","SPRED3"
"256","AC005789.11"
"257","FAM98C"
"258","RASGRP4"
"259","EIF3K"
"260","ACTN4"
"261","HNRNPL"
"262","SIRT2"
"263","NFKBIB"
"264","CCER2"
"265","MRPS12"
"266","ATP5SL"
"267","C19orf69"
"268","CEACAM7"
"269","CEACAM5"
"270","CEA"
"271","POU2F2"
"272","CTC-378H22.1"
"273","SNORD112.21"
"274","DEDD2"
"275","ZNF526"
"276","ERF"
"277","GSK3A"
"278","AC006486.1"
"279","MEGF8"
"280","CNFN"
"281","LIPE"
"282","LIPE-AS1"
"283","CTB-50E14.4"
"284","CXCL17"
"285","RNU4-60P"
"286","LYPD3"
"287","ZNF233"
"288","ZNF235"
"289","CTC-512J12.6"
"290","ZNF285"
"291","ZNF229"
"292","CTC-512J12.4"
"293","IGFL4"
"294","C19orf81"
"295","SIGLEC9"
"296","SIGLEC18P"
"297","SIGLEC19P"
"298","SIGLECL1"
"299","IGLON5"
"300","ETFB"
"301","CLDND2"
"302","CTD-2616J11.10"
"303","CTD-2616J11.11"
"304","CTD-2616J11.3"
"305","CTD-2616J11.2"
"306","SIGLEC8"
"307","CTD-3073N11.5"
"308","CEACAM18"
"309","SIGLEC12"
"310","CTD-3073N11.7"
"311","SIGLEC27P"
"312","ZNF175"
"313","SIGLEC29P"
"314","AC018755.1"
"315","AC018755.16"
"316","RPL7P51"
"317","SIGLEC14"
"318","snoU13.95"
"319","SPACA6P"
"320","MIRLET7E"
"321","MIR99B"
"322","MIR125A"
"323","SPACA6P-AS"
"324","AC018755.2"
"325","HAS1"
"326","ZNF577"
"327","ZNF616"
"328","ZNF836"
"329","CTC-471J1.8"
"330","CTD-2525I3.2"
"331","ZNF28"
"332","ZNF468"
"333","FAM90A27P"
"334","BIRC8"
"335","DPRX"
"336","RN7SL317P"
"337","RNU6-698P"
"338","MIR512"
"339","MIR1323"
"340","MIR520F"
"341","MIR515"
"342","MIR519C"
"343","MIR519E"
"344","MIR1283"
"345","MIR521"
"346","MIR518C"
"347","MIR526B"
"348","MIR520A"
"349","MIR516A2"
"350","MIR526A1"
"351","MIR518A2"
"352","MIR518F"
"353","MIR525"
"354","MIR520B"
"355","MIR517A"
"356","MIR520D"
"357","MIR520C"
"358","MIR518D"
"359","MIR516A1"
"360","MIR520G"
"361","MIR518A1"
"362","MIR522"
"363","MIR519B"
"364","MIR517B"
"365","MIR517C"
"366","MIR520H"
"367","MIR518B"
"368","MIR516B2"
"369","MIR516B1"
"370","MIR524"
"371","MIR527"
"372","MIR519D"
"373","MIR518E"
"374","MIR519A1"
"375","MIR523"
"376","MIR526A2"
"377","RNU6-803P"
"378","RNU6-982P"
"379","RNU6-1041P"
"380","RNU6-751P"
"381","RNU6-980P"
"382","AC011453.1"
"383","MIR519A2"
"384","CACNG8"
"385","LILRB1"
"386","KIR2DL4"
"387","CTB-61M7.1"
"388","KIR3DL3"
"389","NLRP9"
"390","RN7SKP109"
"391","NLRP13"
"392","NLRP8"
"393","NLRP5"
"394","ZSCAN5C"
"395","ZNF835"
"396","PEG3"
"397","MIMT1"
"398","ZIM2"
"399","MEMO1"
"400","DPY30"
"401","SPAST"
"402","BIRC6"
"403","BIRC6-AS1"
"404","TTC27"
"405","FAM98A"
"406","AAR2"
"407","MYL9"
"408","TGIF2"
"409","RP5-977B1.7"
"410","TGIF2-C20orf24"
"411","C20orf24"
"412","RP5-977B1.11"
"413","NDRG3"
"414","AL132768.1"
"415","ACTR5"
"416","FAM83D"
"417","DHX35"
"418","RP4-616B8.4"
"419","SAMM50"
"420","KIAA1644"
"421","RP1-32I10.10"
"422","LDOC1L"
"423","LINC00207"
"424","KRT18P23"
"425","PRR5"
"426","ARHGAP8"
"427","PRR5-ARHGAP8"
"428","EFCC1"
"429","KIAA1257"
"430","snoU13.283"
"431","snoU13.448"
"432","RAB43"
"433","ISY1"
"434","ISY1-RAB43"
"435","CNBP"
"436","HMCES"
"437","H1FX"
"438","H1FX-AS1"
"439","NUP210P3"
"440","SNORA7B"
"441","RPL32P3"
"442","MFN1"
"443","MIR944"
"444","OSTN-AS1"
"445","UTS2B"
"446","PYDC2"
"447","GNPDA2"
"448","GABRB1"
"449","RP11-701P16.2"
"450","KIAA1430"
"451","SLC6A3"
"452","MCCD1"
"453","RPL15P4"
"454","DDX39B"
"455","SNORD117"
"456","DDX39B-AS1"
"457","NFKBIL1"
"458","ATP6V1G2"
"459","ATP6V1G2-DDX39B"
"460","TNF"
"461","LTB"
"462","CSNK2B-LY6G5B"
"463","LY6G5B"
"464","ABHD16A"
"465","LY6G5C"
"466","LY6G6F"
"467","MEGT1"
"468","MSH5"
"469","MSH5-SAPCD1"
"470","RNU6-850P"
"471","VWA7"
"472","Y_RNA.294"
"473","VARS"
"474","LSM2"
"475","HSPA1A"
"476","HSPA1L"
"477","SNORD48"
"478","C6orf48"
"479","HSPA1B"
"480","SNORD52"
"481","NEU1"
"482","SLC44A4"
"483","EHMT2"
"484","EHMT2-AS1"
"485","ZBTB12"
"486","MIR1236"
"487","MTCH1"
"488","RP1-90K10.4"
"489","PIM1"
"490","SNORD112.37"
"491","TBC1D22B"
"492","TMEM217"
"493","CUL9"
"494","RP3-330M21.5"
"495","DLK2"
"496","YIPF3"
"497","POLR1C"
"498","LRRC73"
"499","RP11-472M19.2"
"500","RNU6-626P"
"501","BEND6"
"502","BAG2"
"503","RP11-203B9.4"
"504","PRIM2"
"505","TNFRSF10B"
"506","RP11-875O11.2"
"507","TNFRSF10D"
"508","RP11-1149O23.2"
"509","TNFRSF10A"
"510","RP11-1149O23.3"
"511","RP11-1149O23.4"
"512","CHMP7"
"513","R3HCC1"
"514","RP11-177H13.2"
"515","LOXL2"
"516","NUGGC"
"517","ELP3"
"518","RP11-380I10.4"
"519","RP11-350F16.1"
"520","RP11-350F16.2"
"521","IGLV8OR8"
"522","RP11-1134I14.2"
"523","ATP6V1G1P2"
"524","RP11-1134I14.6"
"525","RP11-1134I14.8"
"526","SPIDR"
"527","RNU6-665P"
"528","MCM4"
"529","PRKDC"
"530","FAM129B"
"531","FPGS"
"532","RP11-228B15.4"
"533","RP11-203J24.9"
"534","LCN10"
"535","LCN6"
"536","TMEM141"
"537","RP11-216L13.17"
"538","CCDC183"
"539","RP11-216L13.18"
"540","RP11-216L13.19"
"541","RABL6"
"542","CCDC183-AS1"
"543","LCN12"
"544","C9orf141"
"545","ENTPD2"
"546","NPDC1"
"547","RP11-229P13.20"
"548","C9orf169"
"549","RNF208"
"550","RNF224"
"551","NELFB"
"552","C9orf173"
"553",""
"554","uce"
